
王宏,北京科技大学,自动化系,同年4月任职于北京科技大学信息学院电子信息系，从事教学和科研工作。后任职于自动化学电工电子技术系。1998.04-2011.01 北京科技大学信息学院电子信息系 讲师。2011.02-至今 北京科技大学自动化学院电工电子技术系 讲师。
伍春洪,北京科技大学,自动化系,1996年7月-2004年5月 北京印刷学院电子工程系 讲师。2004年6月-2011年1月 北京科技大学信息工程学院 副教授。2011年1月至今 北京科技大学自动化学院 副教授。
魏清阳,北京科技大学,自动化系,2015.10 至今 北京科技大学自动化学院讲师。
王俊伟,北京科技大学,自动化系,2012年3月至2012年9月香港城市大学系统工程与工程管理系助理研究员。
王国霞,北京科技大学,自动化系,2003年7月-2008年5月，于北京科技大学管庄校区任教。2008年5月至今，就职于北京科技大学自动化学院实验中心。
忻欣,北京科技大学,自动化系,师承国际控制权威专家Hidenori Kimura（木村英机）教授。
徐正光,北京科技大学,自动化系,1982年9月-1985年9月 山东建材学院自动化系 助教。1988年1月-1997年9月 山东建材学院自动化系副主任、主持工作，讲师、副教授。2001年7月-至今 北京科技大学自动化系 副教授、教授、博导。
薛燕,北京科技大学,自动化系,2008年6月至今 北京科技大学自动化学院电工电子技术系 讲师。
薛彪,北京科技大学,自动化系,1980年12月-1996年12月，北京科技大学，压力加工系实验室室，工程师。1996年12月-2011年12月，北京科技大学，信息工程学院，工程师。2011年12月-现在， 北京科技大学，自动化学院自控所，工程师。
肖文栋,北京科技大学,自动化系,1995年10月至2001年2月，东北大学信息科学与工程学院，讲师、副教授。新加坡科技研究局（A Star）资讯通信研究院(I2R)高级研究员。2011年9月至今，北京科技大学自动化学院，教授。
尤佳,北京科技大学,自动化系,2011年1月-今 北京科技大学自动化学院 副教授。
袁立,北京科技大学,自动化系,2006年4月至今在北京科技大学控制科学与工程系工作。
杨旭,北京科技大学,自动化系,北京自动化学会理事。
元佳聪,北京科技大学,自动化系,2010年10月至2011年6月 山西省朔州市人民政府办公厅电子政务科员。2011年6月至2013年4月 山西省朔州市委政法委矛盾纠纷排查调处中心科员。2013年4月至2013年9月 山西省朔州市右玉县文联公务员。
张笑菲,北京科技大学,自动化系,2014年4月 至今北京科技大学自动化学院教学实验中心助理工程师。
余瑶,北京科技大学,自动化系,职 务：系党支部书记。2012年7月至今 北京科技大学智能科学与技术系 讲师。
杨守功,北京科技大学,自动化系,1988年7月－－2002年8月，在北京科技大学计算机系计算机实验室工作。2002年9月－－，在北京科技大学自动化学院仪表实验室工作。
张森,北京科技大学,自动化系,1993年9月至1999年11月 沈阳工程学院 电力工程系 助教。1999年12月至2002年5月 沈阳工程学院 电力工程系 讲师。2009年12月至2012年7月 新加坡理工学院 机械与航空工程学院 讲师。2012年7月至2013年7月 北京科技大学 自动化学院 讲师。2013年8月至今 北京科技大学 自动化学院 副教授。
杨卫东,北京科技大学,自动化系,1970年12月-1973年9月 冶金部第二冶金建设公司 ​工人。1998年8月-2011年1月 北京科技大学信息工程学院自动控制研究所 教授。2011年1月至今 北京科技大学自动化学院自动控制研究所 教授。
阎群,北京科技大学,自动化系,1992年7月至1998年9月 西安电子工程研究所 助理工程师。2001年7月至2002年1月 北京科技大学机器人研究所 助理工程师。本人仍为北京科技大学在编教职工） 助理工程师。本人仍为北京科技大学在编教职工） 工程师。2007年6月至今 北京科技大学自动化学院实验教学中心 工程师。
尹怡欣,北京科技大学,自动化系,1976年07月至1978年01月 河北省邯郸市华北冶金建设公司第二建设公司 工人。1986年09月至1991年05月 北京科技大学自动化系 讲师。1991年06月至1999年08月 北京科技大学自动化系 副教授。1999年09月至今 北京科技大学自动 化系 教授。2000年11月至2011年01月 北京科技大学信息工程学院 院长。2011年1月至今 北京科技大学自动化学院 党委书记 ​ 党委书记。
赵清,北京科技大学,自动化系,2011年4月 2013年4月，担任北京科技大学自动化学院团委代理书记。担任北京科技大学自动化学院研工组组长。
曾慧,北京科技大学,自动化系,2007年7月-2012年7月 北京科技大学信息工程学院 讲师。2012年7月至今 北京科技大学自动化学院 副教授。
张朝晖,北京科技大学,自动化系,1988年04月-2002年12月，中国石油大学自动化系，助教、讲师、副教授、教授。2003年01月-2011年01月，北京科技大学信息工程学院，教授。2011年01月-至今，北京科技大学自动化学院，教授。2006年 北京市精品教材 北京市教育委员会。
张维存,北京科技大学,自动化系,1993年至2000年，国家科委国际科学中心，工程师。2000年至2002年，东方电子集团，高级工程师。2002年11月至今，北京科技大学自动化学院控制科学与工程系，副教授。
张崎,北京科技大学,自动化系,1985年至1990年铁道部科学研究院 助理研究员。1991年至1994年 铁道部经济规划研究院助理研究员。1998年至2007年日本太平洋国际咨询集团公司所属公司部长。2007至至今 北京科技大学自动化学院副教授。
赵小燕,北京科技大学,自动化系,社会职务：中国仪器仪表学会环境与安全检测仪器分会 理事。北京自动化学会 理事。1995年9月-2000年8月 石家庄钢铁股份有限公司 计控处 工程师。2003年4月-2005年8月 北京帮安迪控制工程技术有限公司 工程部 高级工程师。2009年6月-至今 北京科技大学自动化学院 副教授。
张兰,北京科技大学,自动化系,1988年9月至1998年2月 国营重庆无线电厂设计一所（重庆） 助理工程师。2003年12月至现在 北京科技大学自动化学院 讲师、副教授。
赵宝永,北京科技大学,自动化系,2008年03至2009年05月 北京科技大学信息工程学院学生工作负责人。2009年05月至2011年01月 北京科技大学信息工程学院党委副书记。2011年01月至2011年03月 北京科技大学自动化学院党委副书记。2011年03月至2012年12月 北京科技大学自动化学院副院长、分工会主席。2012年12月至2013年06月 北京科技大学自动化学院副院长。2013年06月至今 北京科技大学后勤服务集团副总经理。
许向阳,北京理工大学,自动化学院,北京自动化协会理事。
戴亚平,北京理工大学,自动化学院,1994.7-1997.7 北京理工大学 自动控制系 控制理论与控制工程研究所 讲师。1997.7-2002.7 北京理工大学 自动控制系 控制理论与控制工程研究所 副教授。2002.7-今 北京理工大学 自动控制系 控制理论与控制工程研究所 教授。北京市自动化学会副理事长。
郭树理,北京理工大学,自动化学院,2008/01-2008/05日本 秋田县立大学，电子与系统工程中心， 客座研究员。中国计量科学院 咨询专家。
廖晓钟,北京理工大学,自动化学院,1985.6-2014.12 北京理工大学自动控制系 助教、讲师、副教授、教授、博导。教育部自动化类教学指导委员会委员。
赖汝,北京理工大学,自动化学院,1984.7-1987.8 武汉理工大学 自动控制系 助教。1990.7-1994.1 武汉理工大学 自动控制系 讲师。1998.4-2001.5日本九州工业大学 自动控制系 助理教授。2001.6-今 北京理工大学 自动化学院 副教授。
陈杰,北京理工大学,自动化学院,先后任北京理工大学自动控制系主任。科学技术研究院院常务副院长。1993年日本东京工业大学客座研究员。1996年至 1997年英国伯明翰大学研究员。现担任“复杂系统智能控制与决策”国家重点实验室主任。2014年4月起任北京理工大学副校长。第七届教育部科学技术委员会委员。中国人工智能学会常务理事。
彭志红,北京理工大学,自动化学院,ITCA组委会副主席、程序委员会成员。
耿庆波,北京理工大学,自动化学院,1994.4-1996.7 北京理工大学 自动控制系 控制理论与控制工程教研室 助教。1996.7-2001.7 北京理工大学 自动控制系 控制理论与控制工程教研室 讲师。2001.7-至今 北京理工大学 自动化学院 控制理论与控制工程 副研究员。
曾祥远,北京理工大学,自动化学院,2015.9-今 北京理工大学 自动化学院 讲师。美国 AIAA 会员 (Member AIAA)。
蔡涛,北京理工大学,自动化学院,2004/7-今，自动化学院，任副研究员。
邓方,北京理工大学,自动化学院,2009.7-2013.7 北京理工大学 自动化学院 模式识别与智能系统研究所 讲师。2013.7至今 北京理工大学 自动化学院 模式识别与智能系统研究所 副教授。2014.5-2016.9北京理工大学 自动化学院 院长助理。
陈晨,北京理工大学,自动化学院,2011.12-2014.7 北京理工大学 自动化学院 模式识别与智能系统研究所 讲师。2014.7-至今 北京理工大学 自动化学院 模式识别与智能系统研究所 副教授。
孙健,北京理工大学,自动化学院,2010.7-2013.7 北京理工大学 自动化学院 模式识别与智能系统研究所 副教授。2013.7-北京理工大学 自动化学院 控制理论与控制工程研究所 教授。
辛斌,北京理工大学,自动化学院,2012年7月~2015年6月，北京理工大学，自动化学院，讲师。2015年7月~至今，北京理工大学，自动化学院，副教授。
甘明刚,北京理工大学,自动化学院,2011.7 至今，北京理工大学自动化学院，副教授。2007.4-2011.7 ，北京理工大学自动化学院，讲师。
潘峰,北京理工大学,自动化学院,2005.09-2009.06 北京理工大学，讲师。2009.07-至今 北京理工大学，副教授。2012.07-2016.03 北京理工大学，自动化学院副书记、副院长。2016.03-至今 北京理工大学，昆明产业技术研究院副院长。中国人工智能学会理事。
高岩,北京理工大学,自动化学院,1989.7-至今 北京理工大学自动化学院模式识别与智能系统研究所副研究员。
张佳,北京理工大学,自动化学院,2006.3-至今 北京理工大学自动控制系模式识别与智能系统研究所讲师。中国人工智能学会会员。
李位星,北京理工大学,自动化学院,2004.7—至今 北京理工大学自动化学院 讲师。
董明杰,北京理工大学,自动化学院,2002.4-2012.6 北京理工大学自动控制系讲师。2012.6-今 北京理工大学自动控制系副研究员。
缪玲娟,北京理工大学,自动化学院,1989.5～1992.6 北京理工大学 助教。1992.7～1996.6 北京理工大学 讲师。1996.7～2001.6 北京理工大学 副教授。2001.7至今 北京理工大学 教授。2007.5至今 北京理工大学自动化学院 导航制导与控制研究所所长。
石永生,北京理工大学,自动化学院,2004.7-北京理工大学自动化学院导航、制导与控制研究所讲师。
宋春雷,北京理工大学,自动化学院,2001.3-2004.6 北京理工大学自动控制系 讲师。2004.7-2014.12 北京理工大学自动化学院导航所 副研究员。
刘星桥,北京理工大学,自动化学院,1998.4-今 北京理工大学 自动化学院 导航制导与控制研究所 讲师。
徐建华,北京理工大学,自动化学院,2005-至今 北京理工大学自动控制系控制理论与控制工程研究所讲师。
李磊磊,北京理工大学,自动化学院,2005.3-今 北京理工大学自动控制系 导航、制导与控制 研究所讲师。
邓志红,北京理工大学,自动化学院,2004 . 05-2010 . 07 北京 理工大学 自动化学院 副教授。2010 . 07-至今 北京 理工大学 自动化学院 教授。
马宏宾,北京理工大学,自动化学院,2006.8-2009.7新加坡国立大学 淡马锡研究所 研究员。2009.8-北京理工大学 自动化学院 正教授。中文 CTEX 学会研究与开发技术委员会会员。中国运筹学会对策论分会第二届理事会理事。国际自动控制与应用会议（ ICCA2011~2014 ）程序委员会委员。全球华人智能控制与自动化大会（ WCICA2012~1014 ）程序委员会委员。中国控制会议（ CCC2010~2014 ）程序委员会委员。中国控制与决策会议（ CCDC2010~2014 ）程序委员会委员。国际自动控制与应用会议（ ICCA2014 ）出版委员会副主席。
王博,北京理工大学,自动化学院,2011.3-至今 北京理工大学 自动化学院 讲师、副教授/博导。中国卫星导航定位协会副秘书长。
王涛,北京理工大学,自动化学院,1993年7月-1999年4月北京理工大学自动控制系，助教，讲师。1999年5月-2000年4月日本SMC株式会社，客座研究员。2000年5月-2002年9月北京理工大学信息科学技术学院，讲师。2007年4月-至今 北京理工大学自动化学院，讲师，副研究员。中国机械工程学会流体传动及控制分会 常务委员兼青工委秘书长。全国液压气动标准化委员会（SAC/TC3） 委员。
王军政,北京理工大学,自动化学院,2001.9-2002.6 北京理工大学 自动控制系 副主任 副教授。2002.11-2006.5 北京理工大学 信息学院 工会主席（副处） 教授。2006.6-2008.11 北京理工大学 信息学院 常务副院长（正处） 教授。2008.12-2016.5 北京理工大学 自动化学院 党委书记 教授。2013.10-2016.5 北京理工大学 自动化学院 院长 教授。中国计算机自动测量与控制技术协会常务理事。中国自动化学会理事、中国机械工程学会高级会员。中国计量测试学会高级会员。中国航空学会航空电子与人机环境工程分会会员。
彭熙伟,北京理工大学,自动化学院,1988.7-1991.8 昆明重型机器厂矿冶分厂，助理工程师。1997.9-1999.7 北京理工大学 自动控制系 检测技术与自动化装置研究所 讲师。1999.7-2005.7 北京理工大学 自动控制系 检测技术与自动化装置研究所 副教授。2005.7-北京理工大学 自动化学院 检测技术与自动化装置研究所 教授。自动化北京市实验教学示范中心主任，2016年。中国自动化学会教育工作委员会委员。
赵江波,北京理工大学,自动化学院,2005.8-2009.7 北京理工大学自动化学院 检测技术与自动化装置研究所 讲师。2009.7-今 北京理工大学自动化学院 检测技术与自动化装置研究所 副研究员。任广通,赵江波,王军政,刘建军。
沈伟,北京理工大学,自动化学院,2007 . 4-北京 理工大学 自动化学院 检测技术与自动化装置 研究所讲师。
汪首坤,北京理工大学,自动化学院,2004.9-2007.7 北京理工大学自动控制系检测技术与自动化装置研究所讲师。2007.8-至今 北京理工大学自动控制系检测技术与自动化装置研究所副教授。
李金仓,北京理工大学,自动化学院,1990. 7-1997 北京 理工大学 自动 控制系 助理工程师。
李静,北京理工大学,自动化学院,2011.4-2015.7 北京理工大学 自动化学院 检测技术与自动化装置研究所 讲师。2015.7-至今 北京理工大学 自动化学院 检测技术与自动化装置研究所 副教授。
马立玲,北京理工大学,自动化学院,2003.4-2005.6 北京理工大学 自动控制系 检测技术与自动化装置研究所 讲师。
史大威,北京理工大学,自动化学院,2014.12-至今北京理工大学自动化学院检测技术与自动化装置研究所副研究员。
任雪梅,北京理工大学,自动化学院,任雪梅_北理工自动化学院。1995.9-1997.7 北京理工大学 自动控制系 讲师。1997.7-2002.7 北京理工大学 自动控制系 副教授。2002.7-至今 北京理工大学 自动化学院 教授。中国人工智能学会理事。
乔大鹏,北京理工大学,自动化学院,2013.11-至今 北京理工大学 自动控制系 系统工程研究所 讲师。
夏元清,北京理工大学,自动化学院,北京理工大学 信息科学技术学院 副教授。奥地利因斯布鲁克医科大学 研究员。北京理工大学 自动化学院教授。中国系统工程学会理事。美国 ACC 副编辑。
闫莉萍,北京理工大学,自动化学院,2011.07至今 北京理工大学自动化学院，副教授。2009.07-2011.06 北京理工大学自动化学院，讲师。北京自动化学会委员。
刘坤,北京理工大学,自动化学院,中国自动化学会会员。中国指挥 与控制学会会员。
沙德尚,北京理工大学,自动化学院,2008.1-2011.7 讲师 北京理工大学。2011.8-现在 副教授 北京理工大学。IEEE-Member, 中国电工技术学会高级会员 , IEEE-Transactions 系列。
李震,北京理工大学,自动化学院,中国中医药信息研究会临床研究分会理事。
马中静,北京理工大学,自动化学院,电气工程研究所所长。1997/8-2002/5 ，山西省自动化研究所，工程师。2010/9-至今，北京理工大学，自动化，副教授。
高志刚,北京理工大学,自动化学院,2011.6-今 北京理工大学自动化学院讲师。
马宏伟,北京理工大学,自动化学院,2013.8-北京理工大学 自动化学院 控制理论与控制工程研究所 讲师。
赵静,北京理工大学,自动化学院,2011.7 至今 北京理工大学自动化学院讲师。中国电工技术学会高级会员。
王亮,北京理工大学,自动化学院,2014.7-今 北京理工大学 自动化学院 控制理论与控制工程研究所 讲师。
冬雷,北京理工大学,自动化学院,1990年7月～1995年7月航空航天部第 603 研究所工作。2003年6月～至今 北京理工大学自动化学院，教学与科研工作。中国机械工业教育协会电力电子分委会委员。
毛雪飞,北京理工大学,自动化学院,2014.7 至今 北京 理工大学 自动化学院 讲师。
刘伟,北京理工大学,自动化学院,2004.4-2006.7 北京理工大学自动控制系电子技术教研室 助教。2006.7-今 北京理工大学自动化学院电子技术教研室 讲师。
肖烜,北京理工大学,自动化学院,中国惯性技术学会会员。
王美玲,北京理工大学,自动化学院,1995.4-1997.6 北京理工大学 自动控制系 电子技术教研室 助教。1997.7-2002.6 北京理工大学 自动控制系 电子技术教研室 讲师。2002.7-2009.6 北京理工大学 自动控制系 电子技术教研室 副教授。2009.7-至今 北京理工大学 自动控制系 电子技术教研室 教授。全国高等学校电子技术研究会第四届理事会理事。中国惯性技术学会会员。
王波,北京理工大学,自动化学院,1997.7-2002.5 华北电力集团公司北京电力自动化设备厂电气助理工程师。
金英,北京理工大学,自动化学院,2004.8-至今 北京理工大学 自动化学院讲师。
杨光红,东北大学,自动化系,现任控制理论与导航技术研究所所长。东北大学特聘教授。IEEE控制系统协会会议编辑委员会编委。
汪晋宽,东北大学,自动化系,现任东北大学副校长。社会兼职任职情况：中国仪器仪表学会理事。
张嗣瀛,东北大学,自动化系,中国自动化学会常务理事。
叶丹,东北大学,自动化系,目前担任CCC、CCDC、ICIEA等国际重要学术会议程序委员会委员。现为美国电气及电子工程师学会（IEEE）会员。中国仪器仪表学会嵌入式仪表及系统技术分会常务理事。
井元伟,东北大学,自动化系,现任控制理论与导航技术研究所副所长兼党支部书记。
马丹,东北大学,自动化系,现任信息科学与工程学院控制理论与导航技术研究所副教授。
王恒,东北大学,自动化系,2008年7月-2014年3月在北京工业大学工作。
郑艳,东北大学,自动化系,现任东北大学信息学院控制理论与导航技术研究副所长。
常玉清,东北大学,自动化系,东北大学信息学院自动化研究所副所长。
高宪文,东北大学,自动化系,现任东北大学信息科学与工程学院自动化研究所教授。作为负责人承担辽河油田。
关守平,东北大学,自动化系,现任东北大学信息科学与工程学院自动化研究所教授。
何大阔,东北大学,自动化系,现任东北大学自动化研究所副所长。
贾明兴,东北大学,自动化系,东北大学信息科学与工程学院教授。
李鸿儒,东北大学,自动化系,现任东北大学信息科学与工程学院副院长。辽宁省工业生产管控一体化虚拟仿真实验中心主任。兼任教育部实验教学指导委员会委员。
刘建昌,东北大学,自动化系,现任东北大学副校长。中国人工智能学会理事。辽宁省人工智能学会理事长。
毛志忠,东北大学,自动化系,自动化研究所所长。
钱晓龙,东北大学,自动化系,东北大学信息科学与工程学院自动化研究所教授。罗克韦尔自动化-东北大学实训实验室主任。1988-1998年在鞍山钢铁公司工作。担任东北大学足球队领队。东北大学滑雪俱乐部副主席。
王福利,东北大学,自动化系,辽宁省自动化学会常务理事。辽宁省电机学会副理事长等。
王建辉,东北大学,自动化系,兼任辽宁省系统仿真学会理事。中国电工学会教育委员会委员。中国自动化学会ASEA培训与教材编写委员会委员。
徐林,东北大学,自动化系,现任东北大学信息科学与工程学院自动化研究所支部书记。
牛大鹏,东北大学,自动化系,东北大学信息学院自动化研究所副教授。
秦树凯,东北大学,自动化系,秦树凯，男，1963年4月出生，现任自动化研究所副教授。
谭树彬,东北大学,自动化系,当选辽宁省人工智能学会理事。中铝瑞闽等大型央企专题讲座教授等。
王小刚,东北大学,自动化系,国家经济贸易委员会。
肖冬,东北大学,自动化系,现任东北大学信息科学与工程学院自动化研究所副教授。
杨英华,东北大学,自动化系,任职东北大学信息科学与工程学院自动化研究所。
余强,东北大学,自动化系,曾担任过信息学院副院长。信息学院电气工程系副主任。
蔡成涛,哈尔滨工程大学,自动化学院,学术兼职 江苏省舰船与海洋自动化工程技术研究中心主任助理。
奔粤阳,哈尔滨工程大学,自动化学院,美国Institute of Navigation (ION)会员。中国惯性技术学会会员。黑龙江仪器仪表学会理事。
程建华,哈尔滨工程大学,自动化学院,学术兼职船舶与海洋工程学会理事。
陈虹丽,哈尔滨工程大学,自动化学院,2005~至今 哈尔滨工程大学 教授。“中国舰船研究”等期刊审稿专家。
丁继成,哈尔滨工程大学,自动化学院,学术兼职 中国卫星导航定位协会会员。
程　鹏,哈尔滨工程大学,自动化学院,2007年9月至今在哈尔滨工程大学自动化学院电气工程研究所工作。学术兼职 俄罗斯国际科学会议“技术与工艺系统”组委会委员。
丛　望,哈尔滨工程大学,自动化学院,哈尔滨工程大学任教。中国造船学会船舶轮机学会委员。
冯伟兴,哈尔滨工程大学,自动化学院,学术兼职 ISCB（国际计算生物学）学会会员，中国人工智能学会会员。
高　峰,哈尔滨工程大学,自动化学院,助教 2010.10 – 至今 哈尔滨工程大学。讲师 2015.06 – 至今 哈尔滨工程大学。
付　斌,哈尔滨工程大学,自动化学院,2009年9月 任教哈尔滨工程大学 副教授。学术兼职 ISCB（国际计算生物学）学会会员，中国人工智能学会会员。
付明玉,哈尔滨工程大学,自动化学院,2002年9月聘为哈尔滨工程大学教授。中国造船工程学会会员。
郭书祥,哈尔滨工程大学,自动化学院,日本机器人协会会员，论文审查委员。日本机械协会会员。
何昆鹏,哈尔滨工程大学,自动化学院,学术兼职 中国惯性技术学会会员。参加孟加拉、印尼等国的军事援助工作。
傅荟璇,哈尔滨工程大学,自动化学院,2010年11月-至今，哈尔滨工程大学自动化学院，讲师。
高振国,哈尔滨工程大学,自动化学院,密歇根大学的Weidong Xiang副教授。以及内华达大学拉斯维加斯分校的Mei Yang副教授。
贺　波,哈尔滨工程大学,自动化学院,助教 2012.3 – 至今 哈尔滨工程大学。讲师 2012.12 – 2013.12 美国印第安纳大学。
管凤旭,哈尔滨工程大学,自动化学院,1997.8~2001.9 哈尔滨工程大学自动化学院 助教。2001.9~2006.9 哈尔滨工程大学自动化学院 讲师。2006.9~至今 哈尔滨工程大学自动化学院 副教授。
高延滨,哈尔滨工程大学,自动化学院,中国惯性技术学会测试委员会委员。中国造船工程学会仪器仪表委员会委员。
兰　海,哈尔滨工程大学,自动化学院,哈尔滨工程大学自动化学院讲师。2005.7至2006.4，哈尔滨工程大学自动化学院副教授。2006.4至今，哈尔滨工程大学自动化学院副院长/副教授。中国自动化学会第八届教育工作委员会委员。黑龙江省自动化学会理事。中国机械工业协会电气工程教育分会理事。船用电力变换技术，国家国防科工局，2008年-2010年，技术负责人。国际学术交流 与美国威斯康辛大学密尔沃基分校David Yu教授。台湾中原大学洪颖怡教授建立了紧密的学术合作伙伴关系。
吉　明,哈尔滨工程大学,自动化学院,2002.9-2005.9 哈尔滨工程大学，讲师。2005.9-迄今 哈尔滨工程大学 副教授。
黄卫权,哈尔滨工程大学,自动化学院,一直工作于自动化学院教学。
李　刚,哈尔滨工程大学,自动化学院,历任自动化学院助教。
李　芃,哈尔滨工程大学,自动化学院,内蒙古工业大学信息工程学院 助教。
梁利华,哈尔滨工程大学,自动化学院,2002年任404教研室主任，船舶减摇与控制技术研究所常务副所长。
刘宏达,哈尔滨工程大学,自动化学院,2005年任电气工程研究所副所长。学术兼职 中国电工技术学会高级会员。
刘　胜,哈尔滨工程大学,自动化学院,1995年任哈尔滨工程大学自动控制系副主任。1996年任哈尔滨工程大学教务处处长。2004年任自动化学院院长。2011年-2015年任自动化学院党委书记。教育部“船舶控制工程”工程研究中心主任。学术兼职 中国自动化学会理事。中国自动化学会专家咨询工作委员会常务理事。中国造船学会仪器仪表学委会副主任。黑龙江省自动化学会副理事长。黑龙江省仪器仪表学会副理事长。“哈尔滨工程大学学报”副主任委员，“电机与控制学报”编委。
刘天孚,哈尔滨工程大学,自动化学院,黑龙江省高等学校卫生保健研究会副理事长。
刘利强,哈尔滨工程大学,自动化学院,黑龙江省仪器仪表学会理事。中国计算机学会会员。中国航海学会会员。中国惯性技术学会会员。黑龙江省测绘学会会员。
刘繁明,哈尔滨工程大学,自动化学院,在中船重工集团703研究所工作。2001年起，哈尔滨工程大学自动化学院，任教授至今。学术兼职 中国惯性技术学会理事、技术咨询部成员。黑龙江省仪器仪表学会，常务理事。
刘　心,哈尔滨工程大学,自动化学院,2009.9-至今：哈尔滨工程大学自动化学院，副教授。
陆　军,哈尔滨工程大学,自动化学院,浙江大学学报(工学版)等学术期刊审稿专家。
刘彦文,哈尔滨工程大学,自动化学院,2006年3月至今，在哈尔滨工程大学自动化学院工作。
钱华明,哈尔滨工程大学,自动化学院,中国电子学会高级会员。中国计算机学会会员。
马忠丽,哈尔滨工程大学,自动化学院,两人在上海研究所工作。
彭秀艳,哈尔滨工程大学,自动化学院,学术兼职 黑龙江生物医学工程学会理事长。中国生物医学工程学会理事。
莫宏伟,哈尔滨工程大学,自动化学院,2001年9月-2004年7月 哈尔滨工程大学自动化学院 讲师。2004年9月-2007年7月 哈尔滨工程大学自动化学院 副教授。2009年9月至今 哈尔滨尔滨工程大学自动化学院 教授 博导。学术兼职 中国人工智能学会自然计算与数字城市专委会副主任。黑龙江省生物医学工程学会理事。国际学术交流 第4届国际群体智能会议组委会主席。第16届中国神经网络大会组委主席。ICNC-FSKD2011-2015等35个国际会议程序委员会委员。2013年第四届群体智能国际会议组委会主席。
汝长海,哈尔滨工程大学,自动化学院,学术兼职 美国电子工程师协会（IEEE）会员。担任20余个国际期刊特约评阅人和十余个国际会议程序委员会委员。
沈　锋,哈尔滨工程大学,自动化学院,学术兼职 黑龙江仪器仪表学会理事。中国宇航学会高级会员。
施小成,哈尔滨工程大学,自动化学院,学术兼职 中国造船工程学会会员。
孙　华,哈尔滨工程大学,自动化学院,2005年9月至2006年3月：哈尔滨工程大学，自动化学院，副教授。2006年3月至今：哈尔滨工程大学，自动化学院，教授。
田　凯,哈尔滨工程大学,自动化学院,1998年-2000年 讲师 哈尔滨工程大学自动化学院控制理论及应用教研室。2000年-2003年 讲师 哈尔滨工程大学自动化学院模式识别教研室。2003年-2006年 副教授 哈尔滨工程大学自动化学院 电气工程研究所。2006年-现在 副教授 哈尔滨工程大学自动化学院科技办主任。
史　震,哈尔滨工程大学,自动化学院,1988.10-1994.10 哈尔滨船舶工程学院 航天工程系 讲师。1994.10-2001.9 哈尔滨工程大学 机电学院 副教授。2001.10-现在 哈尔滨工程大学 自动化学院 教授。黑龙江省自动化学会 常务理事。
孙　尧,哈尔滨工程大学,自动化学院,1991年5月哈尔滨船舶工程学院自动控制系讲师。1993年5月哈尔滨船舶工程学院自动控制系副教授。1996年9月哈尔滨工程大学自动控制系教授。1998年3月哈尔滨工程大学自动化学院博导。1995年任哈尔滨工程大学自动控制系主任。1998年成立自动化学院任院长。
王宏健,哈尔滨工程大学,自动化学院,中国造船工程学会会员。教育部同行评议专家。
王科俊,哈尔滨工程大学,自动化学院,2006.4-至今 哈尔滨工程大学自动化学院副院长。
王元慧,哈尔滨工程大学,自动化学院,IEEE海洋工程学会会员。在挪威Konsberg公司授权建立的国内首个动力定位技术培训中心任教。
王宗义,哈尔滨工程大学,自动化学院,1996~1998 哈尔滨工程大学机械工程学院 副教授 室副主任 工业机器人。1989~1996 哈尔滨工程大学航天工程学院 讲师 室副主任 控制理论与工程。学术兼职 中国自动化学会委员。中国图形图像学会委员。
夏国清,哈尔滨工程大学,自动化学院,学术兼职 中国造船工程学会会员。
徐　博,哈尔滨工程大学,自动化学院,水平某应用仿真软件平台，航天科技集团一院一部，技术负责人。
魏　宇,哈尔滨工程大学,自动化学院,IEEE海洋工程学会会员 IEEE ComSoc Radio Communications Committee 会员。
王　伟,哈尔滨工程大学,自动化学院,程序委员会委员人。
徐　健,哈尔滨工程大学,自动化学院,学术兼职 “中国自动化学会”会员。
夏桂华,哈尔滨工程大学,自动化学院,阿根廷等国家进行学术交流及工作考察。
许兆新,哈尔滨工程大学,自动化学院,1997.9-2002.10 哈尔滨市电信局计算机中心 工程师 软件开发。2002.10-现在 哈尔滨工程大学 自动化学院 副教授。
叶秀芬,哈尔滨工程大学,自动化学院,1993.9-1998.8 哈尔滨工程大学任讲师。1998.9-2003.8 任哈尔滨工程大学副教授。目前主要负责仿生微机器人实验室的日常工作。学术兼职 IEEE ICIA 2010（信息与自动化国际会议）程序委员会主席。IEEE/ICME CME 2011（复合医学工程国际会议）程序委员会主席。
许德新,哈尔滨工程大学,自动化学院,东北EDA-SOPC技术学会理事。“哈尔滨工程大学-Altera联合实验室”负责人。
游　江,哈尔滨工程大学,自动化学院,国际学术交流 IEEE2010信息与控制国际会议检测与辨识分会主席。
严浙平,哈尔滨工程大学,自动化学院,哈尔滨工程大学自动化学院教授委员会委员。
姚绪梁,哈尔滨工程大学,自动化学院,2009年任电气工程实验教学中心副主任。
曾建辉,哈尔滨工程大学,自动化学院,学术兼职 黑龙江仪器仪表协会常务理事。
张敬南,哈尔滨工程大学,自动化学院,学术兼职 中国国际招标网机电产品国际招标评审专家。“中国舰船研究”和“黑龙江工程学院学报”审稿专家。
于秀萍,哈尔滨工程大学,自动化学院,学术兼职 中国航空学会会员。
张兰勇,哈尔滨工程大学,自动化学院,2012年被中船重工第三六八厂聘为“主任设计师”。
张　强,哈尔滨工程大学,自动化学院,哈尔滨工程大学自动化学院电气工程教研室任教。
