url,uni,aca,name
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81114.htm, 北京航空航天大学,机械工程及自动化学院,肖立峰
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81113.htm, 北京航空航天大学,机械工程及自动化学院,王美清
http://www.me.buaa.edu.cn/yjspy/sssdsjs/93630.htm, 北京航空航天大学,机械工程及自动化学院,王玉慧
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81109.htm, 北京航空航天大学,机械工程及自动化学院,胡少兴
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81000.htm, 北京航空航天大学,机械工程及自动化学院,马良书
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81105.htm, 北京航空航天大学,机械工程及自动化学院,徐　颖
http://www.me.buaa.edu.cn/yjspy/bssdsjs/84446.htm, 北京航空航天大学,机械工程及自动化学院,杨　民
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81102.htm, 北京航空航天大学,机械工程及自动化学院,高志慧
http://www.me.buaa.edu.cn/yjspy/sssdsjs/80959.htm, 北京航空航天大学,机械工程及自动化学院,金朝海
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81099.htm, 北京航空航天大学,机械工程及自动化学院,刘　达
http://www.me.buaa.edu.cn/yjspy/sssdsjs/88784.htm, 北京航空航天大学,机械工程及自动化学院,林梦香
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81093.htm, 北京航空航天大学,机械工程及自动化学院,杜福洲
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81227.htm, 北京航空航天大学,机械工程及自动化学院,李小强
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81091.htm, 北京航空航天大学,机械工程及自动化学院,吴　琼
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81089.htm, 北京航空航天大学,机械工程及自动化学院,韩先国
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81085.htm, 北京航空航天大学,机械工程及自动化学院,梁建宏
http://www.me.buaa.edu.cn/yjspy/sssdsjs/80982.htm, 北京航空航天大学,机械工程及自动化学院,闫光荣 
http://www.me.buaa.edu.cn/yjspy/sssdsjs/80985.htm, 北京航空航天大学,机械工程及自动化学院,张　俐
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81081.htm, 北京航空航天大学,机械工程及自动化学院,王亚平
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81079.htm, 北京航空航天大学,机械工程及自动化学院,李大寨
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81078.htm, 北京航空航天大学,机械工程及自动化学院,胡　磊
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81249.htm, 北京航空航天大学,机械工程及自动化学院,裴　旭
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81281.htm, 北京航空航天大学,机械工程及自动化学院,杨毅青
http://www.me.buaa.edu.cn/yjspy/sssdsjs/80943.htm, 北京航空航天大学,机械工程及自动化学院,从保强
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81287.htm, 北京航空航天大学,机械工程及自动化学院,张武翔
http://www.me.buaa.edu.cn/yjspy/sssdsjs/88786.htm, 北京航空航天大学,机械工程及自动化学院,彭  鹏
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81250.htm, 北京航空航天大学,机械工程及自动化学院,彭　翀
http://www.me.buaa.edu.cn/yjspy/sssdsjs/80977.htm, 北京航空航天大学,机械工程及自动化学院,王  伟
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81242.htm, 北京航空航天大学,机械工程及自动化学院,李  勋
http://www.me.buaa.edu.cn/yjspy/sssdsjs/95589.htm, 北京航空航天大学,机械工程及自动化学院,冯  林
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81240.htm, 北京航空航天大学,机械工程及自动化学院,李光军
http://www.me.buaa.edu.cn/szll/qtjg/71805.htm, 北京航空航天大学,机械工程及自动化学院,陈　娟
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81286.htm, 北京航空航天大学,机械工程及自动化学院,张　融
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81245.htm, 北京航空航天大学,机械工程及自动化学院,刘艳强
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81243.htm, 北京航空航天大学,机械工程及自动化学院,刘冠阳
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81262.htm, 北京航空航天大学,机械工程及自动化学院,魏　巍
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81252.htm, 北京航空航天大学,机械工程及自动化学院,孙剑飞
http://www.me.buaa.edu.cn/yjspy/sssdsjs/81258.htm, 北京航空航天大学,机械工程及自动化学院,王　伟
http://www.me.buaa.edu.cn/yjspy/sssdsjs/80956.htm, 北京航空航天大学,机械工程及自动化学院,陈甜甜
http://www.me.buaa.edu.cn/yjspy/sssdsjs/94687.htm, 北京航空航天大学,机械工程及自动化学院,史震云
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/9.html,  北京科技大学,自动化系,崔家瑞
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/50.html,  北京科技大学,自动化系,陈先中
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/51.html,  北京科技大学,自动化系,迟健男
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/58.html,  北京科技大学,自动化系,陈 静
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/93.html,  北京科技大学,自动化系,陈旭
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/26.html,  北京科技大学,自动化系,董 洁
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/28.html,  北京科技大学,自动化系,董冀媛
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/45.html,  北京科技大学,自动化系,丁大伟
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/24.html,  北京科技大学,自动化系,付冬梅
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/94.html,  北京科技大学,自动化系,冯涛
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/17.html,  北京科技大学,自动化系,谷宇
http://saee.ustb.edu.cn/quantijiaoshi/2017-01-05/109.html,  北京科技大学,自动化系,郭祥贵
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/68.html,  北京科技大学,自动化系,高海
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/82.html,  北京科技大学,自动化系,郭峰
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/89.html,  北京科技大学,自动化系,郭金
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/15.html,  北京科技大学,自动化系, 胡广大
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/22.html,  北京科技大学,自动化系,韩宁宁
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/47.html,  北京科技大学,自动化系,郝彦爽
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/52.html,  北京科技大学,自动化系,侯庆文
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/81.html,  北京科技大学,自动化系,贺威
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/87.html,  北京科技大学,自动化系,胡艳艳
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/29.html,  北京科技大学,自动化系,景鹏
http://saee.ustb.edu.cn/quantijiaoshi/2016-09-18/107.html,  北京科技大学,自动化系,贾永楠
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/53.html,  北京科技大学,自动化系,康瑞清
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/5.html,  北京科技大学,自动化系,鲁亿方
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/84.html,  北京科技大学,自动化系,刘冀伟
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/19.html,  北京科技大学,自动化系,刘德荣
http://saee.ustb.edu.cn/quantijiaoshi/2017-04-24/110.html,  北京科技大学,自动化系,刘皓挺
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/25.html,  北京科技大学,自动化系,刘 丽
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/30.html,  北京科技大学,自动化系,李果
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/31.html,  北京科技大学,自动化系,李擎
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/32.html,  北京科技大学,自动化系,李晓理
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/33.html,  北京科技大学,自动化系, 刘 涛
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/48.html,  北京科技大学,自动化系,李希胜
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/54.html,  北京科技大学,自动化系,蓝金辉
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/59.html,  北京科技大学,自动化系, 刘磊明
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/60.html,  北京科技大学,自动化系,刘蕴络
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/69.html,  北京科技大学,自动化系,李江昀
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/70.html,  北京科技大学,自动化系,刘 艳
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/92.html,  北京科技大学,自动化系,栗辉
http://saee.ustb.edu.cn/quantijiaoshi/2016-04-25/105.html,  北京科技大学,自动化系,李玉玲
http://saee.ustb.edu.cn/quantijiaoshi/2016-09-21/108.html,  北京科技大学,自动化系,李琳琳
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/34.html,  北京科技大学,自动化系,穆志纯
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/78.html,  北京科技大学,自动化系,马超
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-18/83.html,  北京科技大学,自动化系,潘月斗
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/71.html,  北京科技大学,自动化系,彭开香
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/16.html,  北京科技大学,自动化系,乔红
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/4.html,  北京科技大学,自动化系,任向实
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/12.html,  北京科技大学,自动化系,  宋睿卓
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-08/14.html,  北京科技大学,自动化系,  孙长银
